PARTY,CONSTITUENCY,NAME,SENTIMENT,SYMBOL,GENDER,REVIEWS,
SP,ALLAHABAD,Rajendra Singh Patel,0,Bicycle,MALE,Always waiting for scam opportunities.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE, Swacchta was made a mission and inspires society to take it forward,
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,Dismantling the nexus of corrupt NGOs - Banned all illegal NGOs,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Black money bill, enemy property act, RERA bill shows his fight against corruptionNPA was a huge problem, Modi solved it using IBC (huge recovery happening from all loan defaulters). Properties of loan defaulters seized are massive; which never happened before",
TDP,ANAKAPALLI,ADARI ANAND KUMAR,1,Bicycle,MALE,Nothing wrong with party. cast politics played during 2019 elections. and also AP people fail to see and understand CBN vision. Now paying penalty. being AP citizen I can tell this much.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,Naxal affected districts reduced,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE, Huge push for solar and wind energy; leading the world now in renewable energy production,
JKPDP,ANANTNAG,MEHBOOBA MUFTI,0,Ink Pot & Pen,FEMALE,Deeply disappointed by the Karnataka Highcourt verdict upholding Hijab Ban: PDP President Mehbooba Mufti,
CPI(M),ALATHUR,DR. P.K.BIJU,1,"Hammer, Sickle and Star",MALE,Maintaining and Developing Peasants’ Armed Forces and Combating Reactionary Gangs,
TDP,ANAKAPALLI,ADARI ANAND KUMAR,1,Bicycle,MALE,Nothing is wrong with telugu desam party. Jagan Sir is the one taking wrong decisions which leads to a major loss for Andhra Pradesh.,
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,"Agreement with countries like Switzerland, Mauritius, Singapore and other countries making it difficult launder Black MoneyMoney",
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,Jagan reddy is ‘work in progress'. His first year in office is fairly successful and people friendly. His handling of Carona crisis is one of the best in India. He has more or less retained his support base.There are still four more years to go for him to be judged.,
JPC,ANANTNAG,CH. ZAFFAR ALI,1,Apple,MALE,I am not sure but let's see what happens iof this party wins.,
IND,ARUKU,NARAVA SATYAVATHI,0,Bangles,FEMALE,None.,
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,"Attention towards problem which are very essential to be solve for our survival- cleanliness, toilets, climate change, single use plastics etc.",
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,Connect with the people.Continues work and no temdency to take leaves.,
JKPDP,ANANTNAG,MEHBOOBA MUFTI,1,Ink Pot & Pen,FEMALE, Our future politics and betterment of Kashmiris will benefit from such dynamic individuals.,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE," KCR also periodically harps on his pet missions — Kakatiya, Bhaghiratha, Haritha Haram (providing water, irrigation and increasing the green cover), which he claims will lead the State to prosperity.",
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,Massive support from people and his capacity to influence people.,
INC,AONLA,KUNWAR SARVARAJ SINGH,1,Hand,MALE,"The Congress-led UPA has launched several multi-sectoral development programme and scholarship schemes for minorities. After the party came into power, it ensured that the minorities get priority sector lending so that they can start and expand small businesses.",
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,"KCR’s biggest achievement, according to Ravindra Modi, President of the Federation of Telangana and Andhra Pradesh Chambers of Commerce and Industry, is uninterrupted supply of power. ""We used to have two days of power holidays every week putting us to deep stress earlier,” he says.",
BJP,AKOLA,Dhotre Sanjay Shamrao,1,Lotus,MALE,strict on corruption with some real action.,
TDP,ANAKAPALLI,ADARI ANAND KUMAR,1,Bicycle,MALE,"Their rule in Undivided A.P. during which the party and Govt. were far away from people of current A.P. in Hyderabad. TDP felt people are happy with their dramas, and the party can fool the people of new state blind folded.",
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,government achivement-Indian GDP is at 8.2 % which is highest and even surpassing China. Most common used commodities like pulses and vegetable cheapest. Inflation is record low. FDI is record high.,
VBA,AKOLA,Ambedkar (Adv) Prakash Yashwant,1,Cup & Saucer,MALE,Security to the public,
SP,ALLAHABAD,Rajendra Singh Patel,1,Bicycle,MALE,Legal actions towards public,
JKPDP,ANANTNAG,MEHBOOBA MUFTI,1,Ink Pot & Pen,FEMALE,Created conducive atmosphere for initiating peace process and taking Confidence Building Measures (CBMs) to normalize relations between India and Pakistan.,
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,Eliminated black money.,
INLD,AMBALA,RAM PAL,1,Spectacles,MALE,ok,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,"KCR has fallen short in providing jobs, tackling the agrarian crisis and giving momentum to manufacturing industries in Telanagana.",
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,"Look, if any Government don't have had any corruption or record in their 5 year ule that means they did tremendous job! Didn't they? If not so, what about Congress party in their 60 years or so years??? In current scenario, every Indian must have to go for BJP only & they desperately need more time!!! If you can accept Congress party for 60 years for only BAD, whyn't for BJP for another 5 years?",
JKPDP,ANANTNAG,MEHBOOBA MUFTI,1,Ink Pot & Pen,FEMALE,"Beginning of cross LoC trade, opening of Srinagar-Muzafarabad and Poonch-Rawalakote roads.",
TDP,ANAKAPALLI,ADARI ANAND KUMAR,1,Bicycle,MALE, Their cover up of excesses that were not known to coastal A.P people. The Yellow media effectively covered the news and info. in favor of TDP.,
IND,ARUKU,NARAVA SATYAVATHI,0,Bangles,FEMALE,Irresponsible action towards public,
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,"Made India great by gifting India with over 1000 acronyms like “Start up India”, “PM this & PM that” which have totally transformed India.",
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,Creating a feeling of unity among Indians & generating great love for Muslims in India.,
JKPDP,ANANTNAG,MEHBOOBA MUFTI,1,Ink Pot & Pen,FEMALE,"Establishment of two universities,  Baba Ghulam Shah University and Islamic university and many more colleges and Higher Secondary Schools in the state.",
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,Made India a great manufacturing hub by “Make in India”.,
TDP,ANAKAPALLI,ADARI ANAND KUMAR,0,Bicycle,MALE,"Caste madness, favoritism unquestioned rowdyism made the doom for TDP. Just like the “Power corrupts and ultimate power corrupts.. Ultimately..” proved the point in TDP’s case.",
CPI(M),ALATHUR,DR. P.K.BIJU,1,"Hammer, Sickle and Star",MALE,"Village self-defence corps : In almost every village, or more precisely in every two out of three villages in the areas of struggle, there can be found 10 to 15 people who rush with arms, mainly traditional ones, whenever any attack is made by the local reactionaries. It is such people who constitute the village self-defence corps. They protect the leaders and activists of the movement from the goons of the enemy. In normal times they take part in production and conduct night-watch.",
INC,AJMER,Riju Jhunjhunwala,1,Hand,MALE," 2G spectrum scam: This is perhaps the king of all scams that plagued UPA-II for long. To put it simply, the government was responsible for selling telecom licenses to several companies in 2008 at a price set in 2001. According to the estimates, the spectrum scam led to a loss of Rs 1.76 lakh crore.",
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,Doubled farmer’s income in 5 years,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,"KCR has virtually bypassed the traditional administrative nerve-centre — Secretariat and created an ultra-spacious, palatial and all powerful new entity called Pragathi Bhawan, which serves as his office-cum-residence.",
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,"I wanted a government that had no fear taking decisions, and sticking with them, and not wasting time.Up until the point Modi got elected, everything at the Centre was wishy washy, directionless, and always ambiguous in ambition and intent.",
TDP,ANAKAPALLI,ADARI ANAND KUMAR,0,Bicycle,MALE,"TDP is known to thrive non women power, CBN stamped on the land mine called women power. He threatened a lady batch in public in Kakinada with dire consequences. That exploded at the hustings like slow detonator and tore the Party apart into pieces.",
INC,AJMER,Riju Jhunjhunwala,0,Hand,MALE,"CWG scam: The Congress government came under vehement attack, especially in Delhi, after the foul play was confirmed. Suresh Kalmadi and nine others were charged for cheating, conspiring and causing a loss of over Rs. 90 crore to the exchequer. This is another instance where corruption was triggered in the absence of any checks and balances.",
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,There are hundreds of achievements of Modi government and it would be a very long list,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,"The Modi government has taken some bold steps, whether it came to empowering the military to strike back without waiting for orders from the top, or tax reforms, or strikes against black money and hoarding.",
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,"increased the number of districts from 10 to 31, ostensibly to simplify governance. Though the opposition is vociferous that the intent is to increase advantage in the 2019 elections, KCR seems to have consolidated his political prowess.",
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,Revocation of article 370 and 35A and could control situation very efficiently.,
VBA,AKOLA,Ambedkar (Adv) Prakash Yashwant,1,Cup & Saucer,MALE,"Other countries evacuated their citizens from Ukraine early. India didn't do that and now it has launched the operation. Now, Indians have lost lives there, who is responsible for the loss?",
CPI(M),ALATHUR,DR. P.K.BIJU,1,"Hammer, Sickle and Star",MALE, Drawing Peasants in the Forefront of the Struggle for Democracy,
INC,AONLA,KUNWAR SARVARAJ SINGH,0,Hand,MALE,Inflation: Spiraling food inflation caused much distress among common people. The Congress failed to curb a surge in the prices of onions and cereals. It is understood that government is to be squarely blamed for creating a demand and supply mismatch.,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,Getting international Support on Kashmir.,
VBA,AHMADNAGAR,SUDHAKAR LAXMAN AVHAD,1,Cup & Saucer,MALE,"Most of the Budget being spend on social Welfare : If you compare the budget to any other state , you will fond that kerala spends the most on social welfare",
CPI(M),AMRITSAR,DASWINDER KAUR,1,Ears of Corn And Sickle,FEMALE,Drawing Peasants in United Movement against the Enemy,
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,"Announcement of chief of defence staff, for better coordination among all three forces.",
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,More freedom to Armed Forces.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,My sense is that Modi could control corruption at the level of ministers. This is different from the UPA.,
CPI(M),ALATHUR,DR. P.K.BIJU,1,"Hammer, Sickle and Star",MALE,Conducting Widespread Political Propaganda,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,Conducting Widespread Political Propaganda,
BJP,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1,Lotus,MALE,"Without doing anything very exemplary on social, economic, environmental, cultural frontStill they developed india.People don’t know how.This is the most positive aspect of BJP govt.",
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE, Done some good things. But it is not enough to make our country best,
NOTA,ALIPURDUARS,NOTA,0,,,None,
CPI(M),ALATHUR,DR. P.K.BIJU,1,"Hammer, Sickle and Star",MALE,Helping Women Fight Shoulder to Shoulder with their Menfolk,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"Note ban,many of us might disagree on this point..but it's a good thing",
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,Jagan reddy is ‘work in progress'. His first year in office is fairly successful and people friendly. His handling of Carona crisis is one of the best in India. He has more or less retained his support base.There are still four more years to go for him to be judged.,
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,Nothing special to mention. The party has created a new class division in the society on religion and caste basis.,
INC,AJMER,Riju Jhunjhunwala,1,Hand,MALE,Leadership Deficit: This syndrome has become chronic. A common allegation against Congress is the lack of policy direction and inspiring leadership. The Opposition questions the ‘diminishing role’ of PM Manmohan Singh and his deliberate silence on hot-button issues.,
BJP,AGRA,Satyapal Singh Baghel,1,Lotus,MALE,"he did make corrupt run out from country, sahara fauds gets punishment, reliance paid the fine, tata paid the fine, vedanta paid the fine,,,,,,. vijay malya gets punishment, nirav modi gets punishment, lalit modi gets punishment. all congress party crooks are on their toes for the corruption they have done like chidambram,his son, raja, sonia & rahul, ahmad patel,,,,,,. all big criminals are in jail like sorabuddin and all terrorist ploters and isis, isi & simmi recruits in india.what modi had done is that he had made a strong base for india in every sectors.",
BJP,ADILABAD,SOYAM BAPU RAO,1,Lotus,MALE,Statue of Unity. It is one of the best thing Modi government has done. ,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,"In TRS and state , power is centralized between KCR, KTR,Kavitha, Harish rao ( No one has dare to question them in assembly/ outside)",
TDP,ANAKAPALLI,ADARI ANAND KUMAR,0,Bicycle,MALE,"It is never too late to do an introspection, TDP people must come down to the surface from air and do a humble start in an unbiased style to serve people. They will return to power easily, if they start today, in the next elections. or it will be a done party.",
BJP,AKBARPUR,Devendra Singh 'Bhole',1,Lotus,MALE,The healthcare facilities in our country is the best in the world and we could achieve it under the visionary leadership of Modi Ji.,
TDP,ANAKAPALLI,ADARI ANAND KUMAR,0,Bicycle,MALE,The TDP has helped all-around development of the farmers by providing them loans at minimal interest; electrification of the rural areas; and providing cheap water facilities and maximum technological innovation to enhance the agricultural economy in the state.,
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,His Handling Of Terrorism And Security Threats is very nice.,
TRS,ADILABAD,Godam Nagesh,1,Car,MALE,"The most significant achievement of the TRS government has been the implementation of Rythu Bandhu scheme recently which was a stray idea that did not find any mention in the election manifesto, but has brought windfall gains to the farming community.",
INC,AONLA,KUNWAR SARVARAJ SINGH,0,Hand,MALE,"Congress couldn’t uphold the ideals of working on the ground for as long as the people of India hoped it would. Much of Congress’ dominance at the center as well as the state level was due to the fact that people voted in the name of Congress, which had won freedom for the country.",
BJP,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,1,Lotus,MALE,He showed the hope and brought the dreams of economic development in reality. ,
